Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Distance_by_year,age,eng_cap_diff
23.0,321.0,2015,4.0,161000.0,1500.0,0.0,1.0,7800.0,23000.0,9,4.353517675883722
66.0,312.0,2011,11.0,182500.0,1200.0,0.0,1.0,4800.0,16590.909090909092,13,441.7660684154012
55.0,139.0,2012,11.0,251000.0,1248.0,0.0,1.0,5600.0,25100.0,12,393.7660684154012
76.0,640.0,2003,6.0,168000.0,1800.0,4.0,0.0,4990.0,8842.105263157895,21,3.619064245810023
33.0,253.0,2017,9.0,45000.0,1600.0,4.0,0.0,14450.0,9000.0,7,780.7225566064776
75.0,28.0,1999,11.0,50000.0,1300.0,4.0,1.0,10000.0,2173.913043478261,25,341.76606841540115
70.0,734.0,2017,3.0,37000.0,1600.0,4.0,0.0,14650.0,7400.0,7,404.0707277187244
60.0,680.0,2016,10.0,138000.0,1600.0,0.0,0.0,15990.0,23000.0,8,371.1053761433639
55.0,772.0,2011,6.0,191500.0,1400.0,3.0,1.0,9500.0,17409.090909090908,13,403.61906424581
6.0,85.0,2013,10.0,166000.0,4000.0,0.0,0.0,25000.0,18444.444444444445,11,2028.894623856636
23.0,332.0,2016,10.0,121000.0,2000.0,5.0,0.0,12800.0,20166.666666666668,8,28.894623856636144
76.0,520.0,2007,0.0,260000.0,2000.0,0.0,1.0,4400.0,17333.333333333332,17,64.22448979591854
6.0,750.0,2015,3.0,169000.0,3000.0,0.0,0.0,41500.0,24142.85714285714,9,995.9292722812756
66.0,312.0,2017,4.0,12882.0,999.0,4.0,1.0,9200.0,2576.4,7,496.6464823241163
73.0,208.0,2014,10.0,132500.0,2500.0,4.0,0.0,13500.0,16562.5,10,528.8946238566361
43.0,579.0,2016,3.0,121000.0,3500.0,2.0,0.0,38500.0,20166.666666666668,8,1495.9292722812756
60.0,467.0,2010,11.0,250999.0,1500.0,0.0,1.0,4999.0,20916.58333333333,14,141.76606841540115
49.0,170.0,2001,2.0,180000.0,200.0,3.0,0.0,3500.0,8571.42857142857,23,1720.2561174551386
42.0,582.0,2016,3.0,87017.0,5000.0,4.0,0.0,33600.0,14502.833333333334,8,2995.929272281276
31.0,669.0,2002,6.0,280000.0,1700.0,4.0,1.0,950.0,14000.0,22,103.61906424581002
52.0,510.0,2021,3.0,0.0,1998.0,4.0,0.0,26900.0,0.0,3,6.070727718724356
66.0,672.0,2013,1.0,100000.0,1600.0,0.0,1.0,11000.0,11111.111111111111,11,23.13477088948798
73.0,246.0,2005,4.0,203121.0,2000.0,0.0,1.0,2700.0,11948.29411764706,19,504.3535176758837
49.0,170.0,2003,10.0,320000.0,3200.0,0.0,0.0,8700.0,16842.105263157893,21,1228.894623856636
74.0,69.0,1988,9.0,19850.0,2500.0,3.0,1.0,1950.0,583.8235294117648,36,119.2774433935224
60.0,364.0,2017,11.0,156841.0,1500.0,0.0,0.0,13299.0,31368.2,7,141.76606841540115
76.0,356.0,2010,11.0,221000.0,1600.0,0.0,0.0,8250.0,18416.666666666668,14,41.76606841540115
55.0,772.0,2008,6.0,167000.0,1600.0,3.0,1.0,6500.0,11928.57142857143,16,203.61906424581
60.0,629.0,2011,6.0,291000.0,1500.0,0.0,1.0,5650.0,26454.545454545456,13,303.61906424581
49.0,600.0,1997,10.0,318450.0,3200.0,4.0,0.0,9900.0,12738.0,27,1228.894623856636
31.0,398.0,2007,4.0,180000.0,1400.0,4.0,0.0,3000.0,12000.0,17,95.64648232411628
76.0,356.0,2011,4.0,132348.0,1400.0,4.0,1.0,7399.0,12031.636363636364,13,95.64648232411628
23.0,316.0,2007,4.0,165000.0,1600.0,0.0,1.0,3450.0,11000.0,17,104.35351767588372
31.0,116.0,1999,10.0,250000.0,2000.0,4.0,1.0,2650.0,10869.565217391304,25,28.894623856636144
60.0,467.0,2005,11.0,297090.0,1500.0,0.0,1.0,4200.0,17475.882352941175,19,141.76606841540115
5.0,559.0,2011,11.0,215000.0,3000.0,0.0,0.0,27000.0,19545.454545454544,13,1358.2339315845988
23.0,332.0,2016,10.0,67000.0,2000.0,2.0,0.0,11999.0,11166.666666666666,8,28.894623856636144
77.0,756.0,2009,9.0,229000.0,2400.0,0.0,0.0,15000.0,17615.384615384617,15,19.27744339352239
5.0,109.0,1995,10.0,257000.0,2000.0,4.0,1.0,800.0,9518.518518518518,29,28.894623856636144
73.0,547.0,2018,4.0,47000.0,1800.0,2.0,0.0,14600.0,11750.0,6,304.3535176758837
31.0,193.0,2002,9.0,320000.0,2400.0,4.0,0.0,5990.0,16000.0,22,19.27744339352239
76.0,520.0,2014,11.0,197265.0,1600.0,0.0,1.0,11399.0,24658.125,10,41.76606841540115
76.0,356.0,1992,4.0,248568.0,2000.0,4.0,1.0,1000.0,8285.6,32,504.3535176758837
16.0,441.0,2021,10.0,0.0,1000.0,4.0,1.0,9930.0,0.0,3,971.105376143364
5.0,558.0,2015,3.0,101000.0,2000.0,4.0,0.0,20000.0,14428.57142857143,9,4.070727718724356
5.0,107.0,2009,11.0,169000.0,2000.0,4.0,0.0,10500.0,13000.0,15,358.23393158459885
73.0,145.0,2014,10.0,143000.0,2000.0,0.0,0.0,12900.0,17875.0,10,28.894623856636144
54.0,404.0,2011,10.0,79800.0,1598.0,4.0,1.0,7500.0,7254.545454545455,13,373.1053761433639
52.0,113.0,2010,3.0,125000.0,2000.0,4.0,0.0,4200.0,10416.666666666666,14,4.070727718724356
60.0,629.0,2012,6.0,195000.0,1500.0,0.0,1.0,6700.0,19500.0,12,303.61906424581
73.0,141.0,2013,11.0,189000.0,1800.0,4.0,0.0,10450.0,21000.0,11,158.23393158459885
73.0,141.0,2016,4.0,115000.0,1800.0,2.0,0.0,10500.0,19166.666666666668,8,304.3535176758837
66.0,499.0,2010,11.0,180000.0,1800.0,4.0,1.0,6650.0,15000.0,14,158.23393158459885
76.0,356.0,2009,4.0,153533.0,1400.0,4.0,1.0,5699.0,11810.23076923077,15,95.64648232411628
23.0,321.0,2008,0.0,185000.0,1986.0,0.0,1.0,4250.0,13214.285714285714,16,78.22448979591854
76.0,399.0,2016,10.0,62000.0,1400.0,4.0,0.0,9800.0,10333.333333333334,8,571.1053761433639
49.0,276.0,2003,10.0,12233.0,2200.0,0.0,0.0,6600.0,643.8421052631579,21,228.89462385663612
16.0,275.0,2015,3.0,140000.0,1500.0,0.0,1.0,8100.0,20000.0,9,504.0707277187244
5.0,105.0,2012,4.0,170000.0,1400.0,4.0,1.0,7500.0,17000.0,12,95.64648232411628
65.0,388.0,2008,4.0,154000.0,1390.0,4.0,1.0,4400.0,11000.0,16,105.64648232411628
5.0,109.0,2018,11.0,120600.0,1968.0,0.0,1.0,11600.0,30150.0,6,326.23393158459885
76.0,705.0,2001,6.0,247000.0,2461.0,0.0,1.0,5450.0,11761.90476190476,23,657.38093575419
16.0,440.0,2013,5.0,171150.0,1461.0,0.0,1.0,5990.0,19016.666666666668,11,320.8577405857741
76.0,204.0,2010,6.0,280000.0,1900.0,0.0,1.0,5750.0,23333.33333333333,14,96.38093575418998
77.0,614.0,2008,10.0,180000.0,2000.0,0.0,1.0,6500.0,12857.142857142857,16,28.894623856636144
76.0,356.0,2008,4.0,200000.0,1400.0,4.0,0.0,5490.0,14285.714285714286,16,95.64648232411628
31.0,193.0,2013,3.0,170000.0,1600.0,0.0,1.0,12500.0,18888.88888888889,11,404.0707277187244
54.0,567.0,2014,3.0,119000.0,1500.0,0.0,1.0,11500.0,14875.0,10,504.0707277187244
23.0,332.0,2017,10.0,106000.0,2000.0,2.0,0.0,14000.0,21200.0,7,28.894623856636144
23.0,321.0,2015,10.0,177000.0,1500.0,0.0,1.0,8750.0,25285.714285714286,9,471.1053761433639
70.0,673.0,2008,4.0,190200.0,1300.0,0.0,1.0,3550.0,13585.714285714286,16,195.64648232411628
5.0,109.0,2000,11.0,259000.0,2500.0,0.0,0.0,4999.0,11772.727272727272,24,858.2339315845988
33.0,351.0,2005,4.0,193000.0,1400.0,4.0,1.0,3200.0,11352.941176470587,19,95.64648232411628
6.0,750.0,2002,9.0,229000.0,3000.0,4.0,0.0,8299.0,11450.0,22,619.2774433935224
33.0,419.0,2018,3.0,123000.0,1582.0,0.0,0.0,14299.0,30750.0,6,422.0707277187244
73.0,730.0,2013,4.0,233000.0,1400.0,0.0,1.0,6800.0,25888.88888888889,11,95.64648232411628
52.0,510.0,2015,3.0,18000.0,2000.0,5.0,0.0,13900.0,2571.428571428572,9,4.070727718724356
6.0,72.0,1992,10.0,500000.0,2000.0,3.0,1.0,2999.0,16666.666666666668,32,28.894623856636144
55.0,139.0,2009,4.0,117000.0,1800.0,4.0,0.0,5500.0,9000.0,15,304.3535176758837
54.0,567.0,2011,3.0,174615.0,1500.0,0.0,1.0,9299.0,15874.09090909091,13,504.0707277187244
54.0,497.0,2016,4.0,156898.0,1500.0,0.0,1.0,6499.0,26149.666666666668,8,4.353517675883722
54.0,404.0,2011,3.0,170000.0,1600.0,4.0,0.0,8900.0,15454.545454545454,13,404.0707277187244
73.0,141.0,2010,4.0,208588.0,1400.0,0.0,1.0,6799.0,17382.333333333332,14,95.64648232411628
33.0,624.0,2014,9.0,95500.0,2200.0,0.0,0.0,18000.0,11937.5,10,180.7225566064776
6.0,749.0,2017,3.0,120000.0,2000.0,0.0,0.0,29500.0,24000.0,7,4.070727718724356
73.0,145.0,2004,11.0,28000.0,2000.0,0.0,1.0,3000.0,1555.5555555555557,20,358.23393158459885
73.0,246.0,2006,11.0,267000.0,1400.0,0.0,1.0,5850.0,16687.5,18,241.76606841540115
13.0,209.0,2016,3.0,51000.0,2200.0,0.0,0.0,17600.0,8500.0,8,195.92927228127564
33.0,129.0,2019,9.0,30000.0,2199.0,0.0,0.0,32899.0,10000.0,5,181.7225566064776
76.0,356.0,2006,4.0,175000.0,1400.0,4.0,1.0,4600.0,10937.5,18,95.64648232411628
6.0,748.0,2014,3.0,145000.0,2000.0,0.0,0.0,18999.0,18125.0,10,4.070727718724356
42.0,583.0,2011,3.0,135000.0,2200.0,0.0,0.0,20000.0,12272.727272727272,13,195.92927228127564
6.0,48.0,2001,11.0,230000.0,2000.0,0.0,1.0,1700.0,10952.380952380952,23,358.23393158459885
60.0,412.0,2014,6.0,252148.0,1500.0,0.0,1.0,6699.0,31518.5,10,303.61906424581
43.0,487.0,2017,3.0,75999.0,2000.0,4.0,0.0,24500.0,15199.8,7,4.070727718724356
77.0,754.0,2012,9.0,218000.0,2400.0,0.0,0.0,15500.0,21800.0,12,19.27744339352239
76.0,520.0,1999,10.0,120000.0,1600.0,4.0,0.0,2500.0,5217.391304347826,25,371.1053761433639
39.0,654.0,2014,9.0,75000.0,2200.0,0.0,0.0,9900.0,9375.0,10,180.7225566064776
23.0,316.0,2012,4.0,118000.0,1400.0,4.0,1.0,5400.0,11800.0,12,95.64648232411628
16.0,442.0,2007,11.0,200015.0,1600.0,3.0,1.0,2800.0,13334.333333333334,17,41.76606841540115
42.0,328.0,2009,3.0,120000.0,2200.0,0.0,1.0,7200.0,9230.76923076923,15,195.92927228127564
66.0,672.0,2017,11.0,159325.0,1600.0,0.0,0.0,16500.0,31865.0,7,41.76606841540115
55.0,120.0,2008,4.0,96200.0,1242.0,3.0,1.0,4399.0,6871.428571428572,16,253.64648232411628
9.0,307.0,2009,10.0,75000.0,1500.0,4.0,1.0,1100.0,5769.2307692307695,15,471.1053761433639
16.0,442.0,2014,11.0,109330.0,900.0,4.0,1.0,5999.0,13666.25,10,741.7660684154012
75.0,31.0,1982,11.0,6000.0,1300.0,4.0,1.0,600.0,150.0,42,341.76606841540115
6.0,48.0,2002,10.0,260000.0,1789.0,4.0,1.0,3850.0,13000.0,22,182.10537614336383
23.0,697.0,2004,6.0,246341.0,1800.0,3.0,1.0,3999.0,13685.611111111111,20,3.619064245810023
73.0,208.0,2014,10.0,122245.0,2500.0,2.0,0.0,10999.0,15280.625,10,528.8946238566361
76.0,520.0,2018,10.0,60000.0,1968.0,0.0,0.0,29900.0,15000.0,6,3.105376143363856
52.0,429.0,2005,10.0,111000.0,1500.0,4.0,1.0,1900.0,6529.411764705882,19,471.1053761433639
16.0,275.0,2012,3.0,177000.0,1500.0,0.0,1.0,7300.0,17700.0,12,504.0707277187244
76.0,533.0,2012,4.0,150000.0,1400.0,0.0,1.0,2000.0,15000.0,12,95.64648232411628
76.0,399.0,2013,10.0,138000.0,2000.0,3.0,1.0,6990.0,15333.333333333334,11,28.894623856636144
6.0,72.0,2013,10.0,170000.0,3000.0,2.0,0.0,11000.0,18888.88888888889,11,1028.894623856636
6.0,85.0,2006,10.0,236000.0,3000.0,0.0,0.0,13500.0,14750.0,18,1028.894623856636
39.0,662.0,2014,3.0,193150.0,2000.0,4.0,0.0,13499.0,24143.75,10,4.070727718724356
23.0,332.0,2009,4.0,123500.0,1400.0,0.0,1.0,2200.0,9500.0,15,95.64648232411628
49.0,339.0,2020,9.0,23000.0,2000.0,0.0,0.0,69800.0,11500.0,4,380.7225566064776
73.0,145.0,2004,11.0,208437.0,1794.0,4.0,1.0,5749.0,11579.833333333334,20,152.23393158459885
76.0,204.0,2013,11.0,174000.0,2000.0,0.0,1.0,9650.0,19333.33333333333,11,358.23393158459885
73.0,545.0,2012,4.0,270000.0,1800.0,2.0,0.0,7000.0,27000.0,12,304.3535176758837
77.0,756.0,2007,3.0,270000.0,3200.0,3.0,0.0,8800.0,18000.0,17,1195.9292722812756
51.0,250.0,2018,9.0,39000.0,1600.0,0.0,1.0,21000.0,9750.0,6,780.7225566064776
76.0,691.0,2015,3.0,117000.0,1968.0,0.0,1.0,17000.0,16714.285714285714,9,36.07072771872436
55.0,133.0,2012,4.0,138000.0,1400.0,5.0,0.0,11000.0,13800.0,12,95.64648232411628
16.0,441.0,2011,10.0,284600.0,1600.0,3.0,1.0,1800.0,25872.727272727272,13,371.1053761433639
20.0,205.0,2006,4.0,224707.0,2000.0,0.0,1.0,4500.0,14044.1875,18,504.3535176758837
15.0,160.0,2006,1.0,243000.0,1800.0,0.0,1.0,2000.0,15187.5,18,176.86522911051202
23.0,332.0,2018,10.0,91600.0,2000.0,2.0,0.0,12999.0,22900.0,6,28.894623856636144
54.0,567.0,2014,9.0,132800.0,1500.0,0.0,1.0,12190.0,16600.0,10,880.7225566064776
76.0,520.0,2004,11.0,300000.0,1900.0,0.0,1.0,2100.0,16666.666666666668,20,258.23393158459885
42.0,582.0,2007,9.0,236000.0,4200.0,3.0,0.0,13500.0,15733.333333333334,17,1819.2774433935224
58.0,217.0,2013,9.0,146000.0,3000.0,0.0,0.0,34999.0,16222.222222222224,11,619.2774433935224
73.0,545.0,2013,4.0,206279.0,1800.0,4.0,0.0,9200.0,22919.88888888889,11,304.3535176758837
49.0,339.0,2016,9.0,147000.0,2200.0,0.0,0.0,33500.0,24500.0,8,180.7225566064776
76.0,520.0,2015,4.0,98000.0,2000.0,0.0,0.0,10500.0,14000.0,9,504.3535176758837
73.0,588.0,2016,3.0,10301.0,2487.0,2.0,0.0,19000.0,1716.8333333333333,8,482.9292722812757
77.0,615.0,2016,10.0,56800.0,1998.0,0.0,0.0,31000.0,9466.666666666666,8,26.894623856636144
55.0,139.0,2006,11.0,262000.0,1600.0,4.0,1.0,3700.0,16375.0,18,41.76606841540115
22.0,269.0,2010,6.0,180000.0,1600.0,0.0,1.0,6100.0,15000.0,14,203.61906424581
66.0,499.0,2009,10.0,215000.0,1595.0,4.0,1.0,4900.0,16538.46153846154,15,376.1053761433639
13.0,706.0,2018,3.0,33000.0,1800.0,4.0,0.0,13650.0,8250.0,6,204.0707277187244
60.0,412.0,2004,10.0,200000.0,1900.0,4.0,1.0,700.0,11111.111111111111,20,71.10537614336386
31.0,398.0,2009,4.0,107000.0,1200.0,4.0,1.0,4400.0,8230.76923076923,15,295.6464823241163
76.0,640.0,2006,6.0,190000.0,1900.0,0.0,1.0,5399.0,11875.0,18,96.38093575418998
31.0,193.0,2012,3.0,147000.0,2200.0,0.0,0.0,17499.0,14700.0,12,195.92927228127564
77.0,756.0,2007,9.0,443000.0,2400.0,0.0,0.0,9900.0,29533.33333333333,17,19.27744339352239
70.0,131.0,2012,4.0,175000.0,1000.0,3.0,1.0,3750.0,17500.0,12,495.6464823241163
33.0,776.0,2013,11.0,187000.0,1400.0,0.0,1.0,6999.0,20777.777777777777,11,241.76606841540115
66.0,587.0,2013,10.0,102000.0,1400.0,4.0,0.0,5300.0,11333.333333333334,11,571.1053761433639
33.0,710.0,2013,3.0,146112.0,2000.0,0.0,1.0,14300.0,16234.666666666666,11,4.070727718724356
76.0,520.0,2016,10.0,123000.0,1600.0,0.0,0.0,8800.0,20500.0,8,371.1053761433639
56.0,19.0,2000,4.0,246850.0,1124.0,4.0,1.0,1800.0,11220.454545454546,24,371.6464823241163
49.0,732.0,2008,6.0,273000.0,2148.0,0.0,0.0,13900.0,19500.0,16,344.38093575419
52.0,510.0,2014,3.0,212000.0,2000.0,5.0,0.0,12500.0,26500.0,10,4.070727718724356
66.0,499.0,2011,11.0,169854.0,1600.0,0.0,0.0,6499.0,15441.272727272728,13,41.76606841540115
76.0,356.0,2009,4.0,115014.0,2000.0,4.0,1.0,7799.0,8847.23076923077,15,504.3535176758837
76.0,696.0,2007,6.0,300000.0,1899.0,0.0,1.0,5000.0,20000.0,17,95.38093575418998
55.0,139.0,2011,11.0,166000.0,1300.0,0.0,1.0,5999.0,15090.90909090909,13,341.76606841540115
60.0,235.0,2007,4.0,186000.0,1595.0,0.0,1.0,2950.0,12400.0,17,99.35351767588372
58.0,217.0,2012,9.0,194000.0,3000.0,0.0,0.0,24900.0,19400.0,12,619.2774433935224
58.0,217.0,2010,3.0,304000.0,3000.0,2.0,0.0,29900.0,25333.33333333333,14,995.9292722812756
76.0,705.0,2003,6.0,271854.0,1900.0,0.0,1.0,5550.0,14308.105263157897,21,96.38093575418998
33.0,115.0,2008,10.0,294877.0,1500.0,0.0,1.0,3999.0,21062.64285714286,16,471.1053761433639
16.0,441.0,2005,10.0,240000.0,1400.0,3.0,1.0,2500.0,14117.64705882353,19,571.1053761433639
49.0,276.0,2002,10.0,400000.0,2200.0,0.0,0.0,6000.0,20000.0,22,228.89462385663612
66.0,599.0,2013,4.0,96000.0,1200.0,0.0,1.0,5555.0,10666.666666666666,11,295.6464823241163
75.0,34.0,2002,11.0,230000.0,1500.0,4.0,1.0,1100.0,11500.0,22,141.76606841540115
6.0,750.0,2014,9.0,170000.0,2500.0,0.0,0.0,26999.0,21250.0,10,119.2774433935224
66.0,312.0,2012,11.0,157000.0,1200.0,0.0,1.0,4990.0,15700.0,12,441.7660684154012
22.0,319.0,2013,6.0,212000.0,1300.0,0.0,1.0,3950.0,23555.555555555555,11,503.61906424581
49.0,276.0,2013,10.0,290000.0,2200.0,0.0,0.0,17500.0,32222.222222222223,11,228.89462385663612
73.0,246.0,2006,11.0,250000.0,1400.0,0.0,1.0,5499.0,15625.0,18,241.76606841540115
23.0,645.0,1991,4.0,999999.0,1600.0,3.0,1.0,700.0,32258.032258064515,33,104.35351767588372
66.0,587.0,2015,10.0,177000.0,1400.0,0.0,1.0,7299.0,25285.714285714286,9,571.1053761433639
16.0,275.0,2013,3.0,100000.0,1500.0,0.0,1.0,7399.0,11111.111111111111,11,504.0707277187244
76.0,695.0,2016,9.0,40000.0,3000.0,0.0,0.0,9799.0,6666.666666666667,8,619.2774433935224
16.0,442.0,2009,11.0,153000.0,1500.0,0.0,1.0,4200.0,11769.23076923077,15,141.76606841540115
31.0,116.0,2018,10.0,16303.0,1500.0,4.0,0.0,18999.0,4075.75,6,471.1053761433639
55.0,248.0,2012,4.0,138000.0,1248.0,0.0,1.0,5100.0,13800.0,12,247.64648232411628
16.0,442.0,2014,11.0,178021.0,1500.0,0.0,1.0,6899.0,22252.625,10,141.76606841540115
31.0,193.0,2003,9.0,300000.0,2000.0,3.0,1.0,6500.0,15789.473684210529,21,380.7225566064776
16.0,440.0,2012,6.0,162000.0,1500.0,0.0,1.0,6350.0,16200.0,12,303.61906424581
77.0,608.0,2009,10.0,170000.0,1600.0,4.0,1.0,6500.0,13076.923076923076,15,371.1053761433639
16.0,441.0,2006,10.0,21000.0,1400.0,3.0,1.0,2100.0,1312.5,18,571.1053761433639
49.0,276.0,2014,0.0,75000.0,1991.0,4.0,0.0,21000.0,9375.0,10,73.22448979591854
66.0,672.0,2013,10.0,280000.0,1800.0,4.0,1.0,10200.0,31111.11111111111,11,171.10537614336386
51.0,243.0,2005,4.0,180709.0,1600.0,4.0,1.0,4999.0,10629.941176470587,19,104.35351767588372
45.0,453.0,2016,10.0,77220.0,2000.0,2.0,0.0,9200.0,12870.0,8,28.894623856636144
49.0,276.0,2017,10.0,156000.0,2000.0,0.0,0.0,30000.0,31200.0,7,28.894623856636144
76.0,705.0,2014,6.0,256000.0,2500.0,0.0,1.0,8900.0,32000.0,10,696.38093575419
76.0,399.0,2013,10.0,1680.0,1400.0,2.0,0.0,9000.0,186.66666666666663,11,571.1053761433639
49.0,276.0,2013,10.0,209000.0,2200.0,2.0,0.0,16700.0,23222.222222222223,11,228.89462385663612
49.0,276.0,1996,10.0,430000.0,2000.0,4.0,1.0,1800.0,16538.46153846154,28,28.894623856636144
76.0,705.0,2000,5.0,30080.0,2500.0,0.0,1.0,5600.0,1367.2727272727273,24,718.1422594142259
6.0,79.0,2014,9.0,250000.0,500.0,4.0,0.0,39000.0,31250.0,10,1880.7225566064776
6.0,778.0,2016,2.0,15000.0,1500.0,5.0,0.0,35000.0,2500.0,8,420.25611745513856
76.0,204.0,2013,6.0,252271.0,1600.0,0.0,1.0,7399.0,28030.11111111111,11,203.61906424581
23.0,332.0,2015,10.0,220000.0,2000.0,2.0,0.0,6909.0,31428.571428571428,9,28.894623856636144
5.0,557.0,2020,3.0,4700.0,2000.0,4.0,0.0,40500.0,2350.0,4,4.070727718724356
73.0,141.0,2017,11.0,140997.0,1400.0,0.0,1.0,9999.0,28199.4,7,241.76606841540115
6.0,750.0,2012,9.0,222000.0,3000.0,0.0,0.0,22600.0,22200.0,12,619.2774433935224
16.0,442.0,2007,6.0,280000.0,1600.0,3.0,1.0,3000.0,18666.666666666668,17,203.61906424581
13.0,706.0,2018,3.0,33000.0,1800.0,4.0,0.0,13650.0,8250.0,6,204.0707277187244
9.0,307.0,2008,10.0,100000.0,1500.0,4.0,1.0,800.0,7142.857142857143,16,471.1053761433639
73.0,431.0,2003,9.0,360000.0,3000.0,0.0,1.0,12500.0,18947.36842105263,21,619.2774433935224
16.0,275.0,2021,3.0,0.0,1500.0,0.0,1.0,17900.0,0.0,3,504.0707277187244
75.0,39.0,2011,9.0,124000.0,1700.0,4.0,1.0,3950.0,11272.727272727272,13,680.7225566064776
5.0,89.0,1994,10.0,266000.0,2000.0,4.0,1.0,1700.0,9500.0,30,28.894623856636144
49.0,735.0,2016,5.0,130256.0,1600.0,0.0,1.0,15000.0,21709.33333333333,8,181.85774058577408
49.0,276.0,2017,10.0,188111.0,2000.0,0.0,0.0,25999.0,37622.2,7,28.894623856636144
13.0,289.0,2007,10.0,248578.0,2000.0,0.0,1.0,3700.0,16571.866666666665,17,28.894623856636144
33.0,624.0,2011,9.0,135000.0,2199.0,0.0,0.0,14999.0,12272.727272727272,13,181.7225566064776
49.0,276.0,2004,11.0,222222.0,2700.0,0.0,1.0,4000.0,12345.666666666666,20,1058.2339315845988
55.0,589.0,1986,10.0,160000.0,2000.0,4.0,1.0,3000.0,4444.444444444444,38,28.894623856636144
49.0,732.0,2004,6.0,275000.0,2200.0,0.0,1.0,9800.0,15277.777777777776,20,396.38093575419
5.0,105.0,2009,4.0,154000.0,1896.0,0.0,1.0,2800.0,11846.153846153846,15,400.3535176758837
55.0,772.0,2007,6.0,190000.0,1900.0,0.0,1.0,4000.0,12666.666666666666,17,96.38093575418998
73.0,247.0,2007,6.0,135000.0,2000.0,0.0,0.0,4800.0,9000.0,17,196.38093575419
41.0,769.0,1997,4.0,202000.0,1100.0,4.0,1.0,1500.0,8080.0,27,395.6464823241163
31.0,193.0,2007,3.0,252079.0,2000.0,3.0,1.0,9899.0,16805.266666666666,17,4.070727718724356
33.0,777.0,2014,1.0,116000.0,1400.0,0.0,1.0,8500.0,14500.0,10,223.134770889488
15.0,261.0,2012,4.0,187000.0,2000.0,2.0,0.0,10799.0,18700.0,12,504.3535176758837
5.0,109.0,1996,10.0,220755.0,2000.0,4.0,1.0,2500.0,8490.576923076924,28,28.894623856636144
60.0,467.0,2015,11.0,178399.0,1197.0,4.0,0.0,8199.0,25485.571428571428,9,444.7660684154012
73.0,588.0,2012,3.0,138000.0,2231.0,0.0,1.0,14000.0,13800.0,12,226.92927228127564
49.0,276.0,2004,10.0,343150.0,3222.0,0.0,0.0,8500.0,19063.88888888889,20,1250.894623856636
55.0,139.0,1999,11.0,390000.0,1600.0,3.0,1.0,2000.0,16956.521739130436,25,41.76606841540115
5.0,108.0,2009,2.0,234254.0,3000.0,0.0,0.0,12499.0,18019.53846153846,15,1079.7438825448614
75.0,543.0,2008,10.0,125000.0,1596.0,4.0,1.0,2200.0,8928.57142857143,16,375.1053761433639
52.0,510.0,2013,9.0,167000.0,2000.0,5.0,0.0,12999.0,18555.555555555555,11,380.7225566064776
49.0,13.0,1985,10.0,245000.0,2000.0,3.0,0.0,3950.0,6621.621621621622,39,28.894623856636144
76.0,705.0,2001,6.0,290000.0,2500.0,0.0,1.0,4100.0,13809.52380952381,23,696.38093575419
6.0,47.0,2017,4.0,110048.0,1995.0,0.0,0.0,23299.0,22009.6,7,499.3535176758837
33.0,624.0,2013,3.0,145910.0,2200.0,0.0,0.0,17999.0,16212.222222222224,11,195.92927228127564
48.0,46.0,2009,4.0,124000.0,1600.0,4.0,1.0,2700.0,9538.46153846154,15,104.35351767588372
23.0,697.0,2016,11.0,120887.0,1500.0,0.0,1.0,12750.0,20147.83333333333,8,141.76606841540115
54.0,567.0,2012,9.0,94000.0,2000.0,4.0,0.0,11650.0,9400.0,12,380.7225566064776
17.0,493.0,2009,10.0,63000.0,1500.0,4.0,1.0,2000.0,4846.153846153846,15,471.1053761433639
49.0,191.0,1998,2.0,280000.0,2000.0,4.0,1.0,1950.0,11666.666666666666,26,79.74388254486144
31.0,231.0,2009,10.0,205844.0,1339.0,3.0,0.0,6399.0,15834.153846153846,15,632.1053761433639
31.0,193.0,2008,9.0,178000.0,2200.0,0.0,0.0,9299.0,12714.285714285714,16,180.7225566064776
49.0,276.0,2008,10.0,239297.0,2200.0,0.0,0.0,10999.0,17092.64285714286,16,228.89462385663612
16.0,623.0,2012,4.0,179238.0,1500.0,0.0,1.0,5350.0,17923.8,12,4.353517675883722
73.0,142.0,2013,10.0,185000.0,2499.0,2.0,0.0,13999.0,20555.555555555555,11,527.8946238566361
73.0,246.0,2009,10.0,248645.0,1800.0,3.0,0.0,6500.0,19126.53846153846,15,171.10537614336386
73.0,141.0,2009,4.0,293088.0,1400.0,0.0,1.0,6499.0,22545.23076923077,15,95.64648232411628
73.0,545.0,2017,11.0,49500.0,1800.0,2.0,0.0,13000.0,9900.0,7,158.23393158459885
73.0,141.0,2008,10.0,165000.0,1300.0,4.0,1.0,5500.0,11785.714285714286,16,671.1053761433639
76.0,705.0,2013,6.0,289525.0,2000.0,0.0,1.0,8999.0,32169.444444444445,11,196.38093575419
39.0,220.0,2010,11.0,89000.0,1600.0,4.0,0.0,3700.0,7416.666666666667,14,41.76606841540115
73.0,142.0,2013,10.0,190000.0,2500.0,2.0,0.0,14500.0,21111.11111111111,11,528.8946238566361
60.0,364.0,2013,11.0,190000.0,1500.0,0.0,1.0,8500.0,21111.11111111111,11,141.76606841540115
66.0,599.0,2008,2.0,281749.0,1400.0,0.0,1.0,4300.0,20124.92857142857,16,520.2561174551386
